num,name,price,type,sold,from,img_src,url
11,ไก่ทำจากขนจริง💯  ไก่ไหว้ไอ้ไข่ ตัวละ 89.-🐓ใว้ถวายไอ้ไข่ วัดเจดีย์ ) ขนสวยฟู เหมือนในภาพ ถ่ายจากงานจริงคะ,฿89,general,ขายแล้ว 64 ชิ้น,จังหวัดนครปฐม,https://cf.shopee.co.th/file/5f5100de1e55385e56db7bade2de9cf8_tn,https://shopee.co.th//ไก่ทำจากขนจริง💯-ไก่ไหว้ไอ้ไข่-ตัวละ-89.-🐓ใว้ถวายไอ้ไข่-วัดเจดีย์-)-ขนสวยฟู-เหมือนในภาพ-ถ่ายจากงานจริงคะ-i.301265599.6471781465
12,👉ขนมปังขาไก่สัมมากร👍,฿169,general,ขายแล้ว 377 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/bf7b51ed9f86eb16a955f57655137cbc_tn,https://shopee.co.th//👉ขนมปังขาไก่สัมมากร👍-i.241698284.4732580983
13,ปีกบนไก่บอนชอน​ กรอบอร่อย​,฿80 - ฿150,ร้านแนะนำ,ขายแล้ว 83 ชิ้น,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/f25f927158ca3640e7085399f19f0dbd_tn,https://shopee.co.th//ปีกบนไก่บอนชอน​-กรอบอร่อย​-i.22770647.3581726551
14,ขาไก่สัมมากรในตำนานหอมเนยรสดั้งเดิม,฿39 - ฿169,general,ขายแล้ว 448 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/2d6f4789c672c54bfdfc7b237984a0b9_tn,https://shopee.co.th//ขาไก่สัมมากรในตำนานหอมเนยรสดั้งเดิม-i.8437328.7043379323
15,ไก่เทอริยากิ แพ็คละ1kg  (10+ชิ้น) (อร่อยม๊ากกก) 🐔,฿139,general,ขายแล้ว 6 ชิ้น,จังหวัดปทุมธานี,https://cf.shopee.co.th/file/799f9a8eeb203b80c9fdccab165fb711_tn,https://shopee.co.th//ไก่เทอริยากิ-แพ็คละ1kg-(10-ชิ้น)-(อร่อยม๊ากกก)-🐔-i.376140428.3285176907
16,ปุ้มปุ้ยพร้อมทาน เมนูไก่จิ้มแจ่ว ขนาด 85 กรัม,฿28,general,ขายแล้ว 2.4พัน ชิ้น,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/3b5a4d61eb5f0d70af892e6c1c4c0f62_tn,https://shopee.co.th//ปุ้มปุ้ยพร้อมทาน-เมนูไก่จิ้มแจ่ว-ขนาด-85-กรัม-i.138020609.6115075764
17,** สินค้าพร้อมส่ง ขาไก่ สัมมากร ต้นตำหรับความอร่อย ขนาดใหญ่,฿159,ร้านแนะนำ,ขายแล้ว 223 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/906de2d388d29123d9a2a2899e368acb_tn,https://shopee.co.th//**-สินค้าพร้อมส่ง-ขาไก่-สัมมากร-ต้นตำหรับความอร่อย-ขนาดใหญ่-i.29529777.7635802716
18,ไก่ปูนปั้นบูชา/แก้บนไอ้ไข่ คละสี แถมธูปไอ้ไข่ ราคา/ตัว รับปรสินค้าแตกหัก COD เก็บเงินปลายทาง,฿29,ร้านแนะนำ,ขายแล้ว 2.4พัน ชิ้น,จังหวัดนครศรีธรรมราช,https://cf.shopee.co.th/file/43332534c9c88a1211ac5ca212c2b188_tn,https://shopee.co.th//ไก่ปูนปั้นบูชา-แก้บนไอ้ไข่-คละสี-แถมธูปไอ้ไข่-ราคา-ตัว-รับปรสินค้าแตกหัก-COD-เก็บเงินปลายทาง-i.155954119.6841501883
19,🔥 กรุงเทพ และนนทบุรี ของถึงภายในวัน เลือกขนส่ง Seller Own Fleet 🔥 โบโลน่าไก่พริกสไลด์ แหลมทอง,฿100,ร้านแนะนำ,ขายแล้ว 31 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/dc6476777ed6ca3b0b06f159816d8983_tn,https://shopee.co.th//🔥-กรุงเทพ-และนนทบุรี-ของถึงภายในวัน-เลือกขนส่ง-Seller-Own-Fleet-🔥-โบโลน่าไก่พริกสไลด์-แหลมทอง-i.259174001.7249214535
20,ลูกชิ้นไก่หุ่นดีคีโต แพค 500 กรัม,฿98,ร้านแนะนำ,ขายแล้ว 935 ชิ้น,จังหวัดบุรีรัมย์,https://cf.shopee.co.th/file/a551a4043f4af7d9e52b3d007cda9bd6_tn,https://shopee.co.th//ลูกชิ้นไก่หุ่นดีคีโต-แพค-500-กรัม-i.261204974.7135231139
21,🍗ไก่คาราเกะสุรพลฟู๊ด สูตรพริกไทยดำ🐔 (1กิโล/แพ็ค) หอมเครื่องเทศ,฿135,general,ขายแล้ว 35 ชิ้น,จังหวัดนครสวรรค์,https://cf.shopee.co.th/file/bf3be63b81695a1ac8a7ab1e01670bfd_tn,https://shopee.co.th//🍗ไก่คาราเกะสุรพลฟู๊ด-สูตรพริกไทยดำ🐔-(1กิโล-แพ็ค)-หอมเครื่องเทศ-i.39395342.7167283417
22,💋กทม.+ปริมณฑลส่งเช้าเย็นถึง💋 AFM ไส้กรอกไก่จัมโบ้ทองชีสสอดไส้ 1000 กรัม 15 ชิ้น,฿115,ร้านแนะนำ,ขายแล้ว 592 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/9318d28d83cf866d3034b8e311b6c6e4_tn,https://shopee.co.th//💋กทม.-ปริมณฑลส่งเช้าเย็นถึง💋-AFM-ไส้กรอกไก่จัมโบ้ทองชีสสอดไส้-1000-กรัม-15-ชิ้น-i.38444368.3831525256
23,AFM ไส้กรอกไก่รมควันหนังกรอบสอดไส้ชีส ไส้กรอกafm ไส้กรอกชีส ไส้กรอกหนังกรอบชีส 500 กรัม สินค้ามีฮาลาล Halal Food,฿119,ร้านแนะนำ,ขายแล้ว 429 ชิ้น,จังหวัดปทุมธานี,https://cf.shopee.co.th/file/374bce63b27ee0c7aaf379b3dd8f9e36_tn,https://shopee.co.th//AFM-ไส้กรอกไก่รมควันหนังกรอบสอดไส้ชีส-ไส้กรอกafm-ไส้กรอกชีส-ไส้กรอกหนังกรอบชีส-500-กรัม-สินค้ามีฮาลาล-Halal-Food-i.256671805.5634948122
24,ไส้กรอกอีสานไก่ ฮาลาล ตรา IBF ขนาด500กรัม ต้นตำรับไส้กรอกอีสานมุสลิมเจ้าแรก สดใหม่ อร่อย,฿90,general,ขายแล้ว 236 ชิ้น,จังหวัดสงขลา,https://cf.shopee.co.th/file/2cd1c4a12ca41ad3efdc4541be154e1c_tn,https://shopee.co.th//ไส้กรอกอีสานไก่-ฮาลาล-ตรา-IBF-ขนาด500กรัม-ต้นตำรับไส้กรอกอีสานมุสลิมเจ้าแรก-สดใหม่-อร่อย-i.12115433.5812622368
25,ไก่ชน ไก่ชนสวยขนาด13 cm อกดำ (คู่ละ) ไก่แก้บน ไก่ไหว้ไอ้ไข่ ไก่ไอ้ไข่วัดเจดีย์ ไก่ชนแก้บน  ไก่นำโชค รูปปั้นไก่ชน,฿75,ร้านแนะนำ,ขายแล้ว 15 ชิ้น,จังหวัดสุพรรณบุรี,https://cf.shopee.co.th/file/07e6d80cfbf82c2f2900f648fc4171ea_tn,https://shopee.co.th//ไก่ชน-ไก่ชนสวยขนาด13-cm-อกดำ-(คู่ละ)-ไก่แก้บน-ไก่ไหว้ไอ้ไข่-ไก่ไอ้ไข่วัดเจดีย์-ไก่ชนแก้บน-ไก่นำโชค-รูปปั้นไก่ชน-i.91332382.2915410068
26,ไก่ป๊อป1kg. 💥ค่าส่ง99฿คละได้ทั้งร้าน❗️ ✅ส่งของทุกวัน❄️ราคาถูก ส่งทุกจังหวัดทั่วไทย⚡️,฿125,general,ขายแล้ว 93 ชิ้น,จังหวัดพระนครศรีอยุธยา,https://cf.shopee.co.th/file/27947cd8c5c20259c8e5ce92d9e3745e_tn,https://shopee.co.th//ไก่ป๊อป1kg.-💥ค่าส่ง99฿คละได้ทั้งร้าน❗️-✅ส่งของทุกวัน❄️ราคาถูก-ส่งทุกจังหวัดทั่วไทย⚡️-i.64528500.7551509101
27,หนังไก่ทอด ไก๋ไก่ รสดั้งเดิม มีฮาลาล / 3 ซอง,฿100,general,ขายแล้ว 130 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/05be748006f9f16c146d0784b052eeb5_tn,https://shopee.co.th//หนังไก่ทอด-ไก๋ไก่-รสดั้งเดิม-มีฮาลาล-3-ซอง-i.65713477.4536931696
28,พร้อมทาน* ปีกไก่แดดเดียว อบลมร้อน นุ่ม อร่อย,฿150 - ฿155,general,ขายแล้ว 42 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/b811c8c38293d39538659b6ed43d477d_tn,https://shopee.co.th//พร้อมทาน*-ปีกไก่แดดเดียว-อบลมร้อน-นุ่ม-อร่อย-i.272617475.6872433983
29,Tyson นักเก็ตไก่มินิ Chicken mini nuggets (500 g),฿116,shopee mall,ขายแล้ว 497 ชิ้น,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/c56ae74a69b65351da4899cdae5bd1d1_tn,https://shopee.co.th//Tyson-นักเก็ตไก่มินิ-Chicken-mini-nuggets-(500-g)-i.242496057.4633491011
30,ไส้กรอกรมควันหนังกรอบ ไส้กรอกไก่  ใหม่ สด สะอาด 500กรัม แถมฟรี2ชิ้นในถุง,฿89,ร้านแนะนำ,ขายแล้ว 13 ชิ้น,จังหวัดพระนครศรีอยุธยา,https://cf.shopee.co.th/file/827539dc27fb3d580d4711107240075b_tn,https://shopee.co.th//ไส้กรอกรมควันหนังกรอบ-ไส้กรอกไก่-ใหม่-สด-สะอาด-500กรัม-แถมฟรี2ชิ้นในถุง-i.212204732.5053299533
31,ไก่มงคล ไก่เงินไก่ทอง นำไปถวายไอ้ไข่ หรือ ตั้งเป็นสิริมงคล (ขายเป็นคู่),฿29,general,ขายแล้ว 406 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/7b4f6e742f7873f9f6dd581893de20cf_tn,https://shopee.co.th//ไก่มงคล-ไก่เงินไก่ทอง-นำไปถวายไอ้ไข่-หรือ-ตั้งเป็นสิริมงคล-(ขายเป็นคู่)-i.269854167.4255604316
32,Tyson สเต็กไก่ปรุงรส สูตรต้นตำรับ Roasted chicken steak 450 g,฿143,shopee mall,ขายแล้ว 550 ชิ้น,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/a8a05ad8400ae62c69ce6b06ac9864b6_tn,https://shopee.co.th//Tyson-สเต็กไก่ปรุงรส-สูตรต้นตำรับ-Roasted-chicken-steak-450-g-i.242496057.6733606752
33,ก๋วยเตี๋ยวไก่มะระ (พร้อมมะระอบแห้งในซอง),฿34,general,ขายแล้ว 364 ชิ้น,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/a7be11935cca1b08e1677b9b0bf6f22f_tn,https://shopee.co.th//ก๋วยเตี๋ยวไก่มะระ-(พร้อมมะระอบแห้งในซอง)-i.268536054.5644473504
34,สุ่มไก่ ถวายไอ้ไข่ ไม้ไผ่สาร,฿49,ร้านแนะนำ,ขายแล้ว 660 ชิ้น,จังหวัดพิษณุโลก,https://cf.shopee.co.th/file/9e63c5e48c8931379cbf238abab74389_tn,https://shopee.co.th//สุ่มไก่-ถวายไอ้ไข่-ไม้ไผ่สาร-i.196146882.4860144599
35,ไก่แก้บนไอ้ไข่ คู่ละ45บาทแถมฟรี!!ธูปไอ้ไข่รวยทรัพย์ รูปปั้นไก่แก้บน ไก่แก้บนพระนเรศวร,฿45,general,ขายแล้ว 22 ชิ้น,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/eb732a737ad15e6acd35fc9a6952928f_tn,https://shopee.co.th//ไก่แก้บนไอ้ไข่-คู่ละ45บาทแถมฟรี!!ธูปไอ้ไข่รวยทรัพย์-รูปปั้นไก่แก้บน-ไก่แก้บนพระนเรศวร-i.35762492.3360755026
36,ขนมปังปิ๊บ กิเลน ขาไก่รสทรงเครื่อง น้ำหนัก 400 กรัม 1 ปิ๊ป โรงงานขายตรง,฿59,ร้านแนะนำ,ขายแล้ว 25 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/e2d7b29ad7763f24db1fd66293f179f4_tn,https://shopee.co.th//ขนมปังปิ๊บ-กิเลน-ขาไก่รสทรงเครื่อง-น้ำหนัก-400-กรัม-1-ปิ๊ป-โรงงานขายตรง-i.34898806.2347000856
37,ไก่ดำแท้​ 100% สดสะอาด ถูกหลักอนามัย ส่งแล้วกว่า​120ตัว​ ขนาด​400/630/800 กรัม​+เครื่องใน ครบทั้งตัวใช้ไหว้ได้🙏🙏🙏,฿245 - ฿479,general,ขายแล้ว 186 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/d4fb107c3cdd69767377c0e3df22b0b9_tn,https://shopee.co.th//ไก่ดำแท้​-100-สดสะอาด-ถูกหลักอนามัย-ส่งแล้วกว่า​120ตัว​-ขนาด​400-630-800-กรัม​-เครื่องใน-ครบทั้งตัวใช้ไหว้ได้🙏🙏🙏-i.29333006.7139443473
38,น้ำสต๊อกไก่ 200มล. [ซีพี] เรื่องน้ำซุป แค่ซีกซองอร่อยง่ายได้ความเข้มข้น,฿45,general,ขายแล้ว 244 ชิ้น,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/1e9bf9dd0a4288b08eaedeb1487ff955_tn,https://shopee.co.th//น้ำสต๊อกไก่-200มล.-ซีพี-เรื่องน้ำซุป-แค่ซีกซองอร่อยง่ายได้ความเข้มข้น-i.292105783.5952272382
39,นักเก็ตไก่ 1000 กรัม  Sun Valley,฿110,general,ขายแล้ว 171 ชิ้น,จังหวัดลพบุรี,https://cf.shopee.co.th/file/529bc3d24332a409a9a63bef2e772ad4_tn,https://shopee.co.th//นักเก็ตไก่-1000-กรัม-Sun-Valley-i.22776440.6945566394
40,ตีนไก่ดอง ตีนไก่ดองพริกเจ้าดังโหยวโหย่ว 有友 泡椒凤爪🌶 น่าทานมาก80/ 100 กรัม ตีนไก่ที่แบมแบม got7 ชอบมาก,฿49,ร้านแนะนำ,ขายแล้ว 284 ชิ้น,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/88f0ceff75009666dd8b00ea8aebe5c9_tn,https://shopee.co.th//ตีนไก่ดอง-ตีนไก่ดองพริกเจ้าดังโหยวโหย่ว-有友-泡椒凤爪🌶-น่าทานมาก80-100-กรัม-ตีนไก่ที่แบมแบม-got7-ชอบมาก-i.6585824.4634669558
41,นักเก็ตไก่ ซันเวลเล่ย์ 1000 กรัม ทอด กรอบนอกนุ่มใน หอม อร่อย,฿149,general,ขายแล้ว 76 ชิ้น,จังหวัดนครราชสีมา,https://cf.shopee.co.th/file/256edd8b4bed6118088175c24338da57_tn,https://shopee.co.th//นักเก็ตไก่-ซันเวลเล่ย์-1000-กรัม-ทอด-กรอบนอกนุ่มใน-หอม-อร่อย-i.55593340.3934138673
42,มินิไก่ป๊อบ 🐔 1 กิโลกรัม ฮาลาล حلال,฿139,ร้านแนะนำ,ขายแล้ว 22 ชิ้น,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/5e7ca5f108fcc1611a5e661e9fe20c0e_tn,https://shopee.co.th//มินิไก่ป๊อบ-🐔-1-กิโลกรัม-ฮาลาล-حلال-i.93971416.8814981656
43,ไส้กรอกไก่ ทอดง่าย แสนอร่อย 1000 กรัม,฿75,general,ขายแล้ว 285 ชิ้น,จังหวัดนครราชสีมา,https://cf.shopee.co.th/file/ff4354abb7401d35e2eeedbc3c9985de_tn,https://shopee.co.th//ไส้กรอกไก่-ทอดง่าย-แสนอร่อย-1000-กรัม-i.55593340.4933893985
44,อวนล้อมไก่สูง 2 ม. ยาวประมาณ 15.00เมตร. 120 บาท,฿120,general,ขายแล้ว 1.8พัน ชิ้น,จังหวัดบุรีรัมย์,https://cf.shopee.co.th/file/f8fd83e18fb509687892fd142222928e_tn,https://shopee.co.th//อวนล้อมไก่สูง-2-ม.-ยาวประมาณ-15.00เมตร.-120-บาท-i.73063032.2371617319
45,ขาเป็ด ขาไก่ปรุงรสไร้กระดูก กรุบกรอบอร่อย  หอมเครื่องเทศ,฿95 - ฿115,ร้านแนะนำ,ขายแล้ว 86 ชิ้น,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/f2bee51973976eb2b4bb921f41391244_tn,https://shopee.co.th//ขาเป็ด-ขาไก่ปรุงรสไร้กระดูก-กรุบกรอบอร่อย-หอมเครื่องเทศ-i.41177111.2921291332
46,ไซรัปหล่อฮังก๊วย 35มล.ไซรัปคีโต حلال,฿79,general,ขายแล้ว 142 ชิ้น,จังหวัดภูเก็ต,https://cf.shopee.co.th/file/faa779be769024a36e6f4760f6f8d365_tn,https://shopee.co.th//ไซรัปหล่อฮังก๊วย-35มล.ไซรัปคีโต-حلال-i.238997191.5561403153
47,🐤🐤 ลูกไก่แจ้แก้วจิ๋ว ขนาด 3 cm *ราคาต่อตัว* ไก่ไอ้ไข่ ไก่แก้บน ไอ้ไข่ ของแก้บนไอ้ไข่ ราคาส่ง,฿35,ร้านแนะนำ,ขายแล้ว 651 ชิ้น,จังหวัดพังงา,https://cf.shopee.co.th/file/f639ac88acf446199e355474fcf0b49c_tn,https://shopee.co.th//🐤🐤-ลูกไก่แจ้แก้วจิ๋ว-ขนาด-3-cm-*ราคาต่อตัว*-ไก่ไอ้ไข่-ไก่แก้บน-ไอ้ไข่-ของแก้บนไอ้ไข่-ราคาส่ง-i.110450883.4556369590
48,ปีกบนไก่บอนชอน​ กรอบอร่อย​,฿80 - ฿150,ร้านแนะนำ,ขายแล้ว 83 ชิ้น,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/f25f927158ca3640e7085399f19f0dbd_tn,https://shopee.co.th//ปีกบนไก่บอนชอน​-กรอบอร่อย​-i.22770647.3581726551
49,Tyson ไก่มินิสเต็ก Roasted chicken mini steak 500 g,฿143,shopee mall,ขายแล้ว 424 ชิ้น,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/d555224d5b2dedb278fcca2b415c8d93_tn,https://shopee.co.th//Tyson-ไก่มินิสเต็ก-Roasted-chicken-mini-steak-500-g-i.242496057.7133606364
50,Surapon Foods เกี๊ยวซ่าไก่(Chicken Gyoza) แพ็คใหญ่ 30 ชิ้น/แพ็ค,฿139,shopee mall,ขายแล้ว 28 ชิ้น,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/48eddab9d7b9b783990365fb16add361_tn,https://shopee.co.th//Surapon-Foods-เกี๊ยวซ่าไก่(Chicken-Gyoza)-แพ็คใหญ่-30-ชิ้น-แพ็ค-i.85246884.6551894336
